;KONEÈNÉ POØADÍ SPAC 2007;;;;;;;;;;;;;;;;;;;;
;10. roèník;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;Kategorie A;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
poøadí;pøíjmení;jméno;klub;9 nej.;TdÈ;Boh;VP;TdJ;FT;KG;ŽD;5hod;VC L;krit;M60;PÈ;2boj;èas;celkem;;
123;KOVÁØ;Daniel;ASPV VÁPENA;5;0;0;0;0;0;4;1;0;0;0;0;0;0;0;5;131;0
124;ADAMKIEWIZ;Martin;POLSKO;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;131;0
125;LICHOTA;Jiøí;SK VALAŠSKÉHO KRÁLOVSTVÍ;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;131;0
126;BARTESKA;Martin;HaF OPAVA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;131;0
127;ŠÍR;Jiøí;VELOSERVIS BRUNTÁL;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;131;0
128;CIECOR;Krysztof;GENERAL MOTORS PL;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;131;0
129;KLOS;Jaroslav;LICHNOV;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;131;0
130;FILIP;Dan;CK FRENŠTÁT P.R.  1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;131;0
131;KOØÍNEK;Radek;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;131;0
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;Kategorie B;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
poøadí;pøíjmení;jméno;klub;9 nej.;TdÈ;Boh;VP;TdJ;FT;KG;ŽD;5hod;VC L;krit;M60;PÈ;2boj;èas;celkem;;
1;GALATÍK;Roman;EQUIPE ENZO;350;40;38;40;40;0;0;38;38;0;36;34;40;0;40;384;92;0
2;KLÁŠTERKA;Tomáš;CK FRENŠTÁT P.R. 1;338;36;28;38;30;40;36;36;40;38;38;36;36;0;36;468;92;0
3;ADÁMEK;Jan;YOGI RACING OSTRAVA;337;31;0;33;36;0;40;34;36;40;40;40;38;0;0;368;92;0
4;RAŠKA;Zbynìk;CK FRENŠTÁT P.R. 1;288;38;34;0;32;0;0;29;0;30;28;32;33;0;32;288;92;0
5;GALUŠKA;Tomáš;TJ BANÍK OSTRAVA OKD;286,5;32;30;30;26;34;27;26;31,5;0;34;31;31;0;33;365,5;92;0
6;GIRACZKA;Martin;TJ KOLÍK  BOHUMÍN;256;30;32;0;28;0;0;18;34;32;26;26;30;0;0;256;92;0
7;PAVLÍK;Vít;KOPØIVNICE;235;20;25;21;23;32;26;12;28;25;27;17;28;0;0;284;92;0
8;CELTA;Tomáš;PROFIL KTM;224;0;40;36;38;0;0;0;0;34;0;38;0;0;38;224;92;0
9;NOVOTNÝ;Jiøí;VYSOT SPORT KUNÍN;204;23;27;25;19;0;0;4;27;26;0;24;29;0;0;204;92;0
10;BABAN;Marcel;TJ KOLÍK BOHUMÍN;200;34;36;0;34;0;0;0;0;0;29;33;34;0;0;200;92;0
11;BENÍÈEK;Tomáš;CK FRENŠTÁT P.R. 2;197;19;21;20;16;31;11;1;0;18;24;18;23;0;23;225;92;0
12;PLUCNAR;Pavel;TJ TŽ TØINEC;184;0;24;22;22;0;20;6;0;24;0;19;26;0;21;184;92;0
13;SZEREDA;Robert;BAJADERA JASTRZEBIE - PL;181,5;0;33;29;25;0;0;0;31,5;0;33;30;0;0;0;181,5;92;0
14;VÁVRA;Marek;CINELLI MORNING SKY;172;0;0;28;0;33;30;23;0;29;0;0;0;0;29;172;92;0
15;KOKEŠ;Pavel;PROFIL KTM;171;33;0;31;33;38;0;0;0;36;0;0;0;0;0;171;92;0
16;HAVLÍÈEK;Robert;SHC HLOHOVÁ OSTRAVA;169;29;0;24;0;0;0;0;0;27;31;27;0;0;31;169;92;0
17;ŽEBRÁK;Radim;TJ KOLÍK BOHUMÍN;165;22;23;0;17;0;0;2;0;22;0;28;25;0;26;165;92;0
18;ONDØEJKA;Miroslav;CK FRENŠTÁT P.R. 2;145;28;31;32;0;0;23;0;0;31;0;0;0;0;0;145;92;0
19;DYKA;Miroslav;FELT-MONTAN STAL ;98,5;0;0;0;31;36;0;0;31,5;0;0;0;0;0;0;98,5;92;0
20;HELCEL;Martin;M.H.BIKE KLUB HAVÍØOV;97;0;29;23;24;0;0;0;0;21;0;0;0;0;0;97;92;0
21;PARGAÈ;Dušan;VYSOT SPORT KUNÍN;96;27;0;27;27;0;0;15;0;0;0;0;0;0;0;96;92;0
22;STANÌK;Pavel;CYKLOSPORT STARÁ VES N.O.;94;25;0;0;0;0;21;0;0;23;0;25;0;0;0;94;92;0
23;HEJNEŠ;Leopold;SDH STARÁ BÌLÁ;87;0;0;0;0;0;0;27;0;0;32;0;0;0;28;87;92;0
24;ŠAMARA;Martin;SUNDANCE OPAVA;76;0;0;0;0;0;28;19;0;0;0;29;0;0;0;76;92;0
25;MLYNÁØ;Vlastimil;ACS DRAK VRBNO;71;0;0;0;0;0;38;33;0;0;0;0;0;0;0;71;92;0
26;KUCHEJDA;Dalibor;ÈESKÝ TÌŠÍN;71;0;26;0;20;0;0;0;0;0;25;0;0;0;0;71;92;0
27;NOVÁK;Ladislav;HaF OPAVA;65;0;0;0;0;0;33;32;0;0;0;0;0;0;0;65;92;0
28;KUBALA;Janusz;MAD - SPORT KLAPKA KARVINÁ;62;0;0;0;0;0;0;0;0;0;30;0;32;0;0;62;92;0
29;KOLORZ;Mariust;AGK RYBNIK;54;0;0;0;0;0;24;3;0;0;0;0;27;0;0;54;92;0
30;LECHOAZEST;Damian;LECHTEAM BABOROW;46;0;0;0;0;0;32;14;0;0;0;0;0;0;0;46;92;0
31;CHÝLEK;Patrik;CK FRENŠTÁT P.R.   2;45;26;0;0;0;0;0;0;0;19;0;0;0;0;0;45;92;0
32;MRÓZEK;Marian;TJ TŽ TØINEC;42;0;0;0;29;0;0;13;0;0;0;0;0;0;0;42;92;0
33;CHALOUPKA;Petr;SOK RÝMAØOV;42;0;0;0;0;0;22;20;0;0;0;0;0;0;0;42;92;0
34;KROTKÝ;Rostislav;AC SPARTA PRAHA;40;0;0;0;0;0;0;40;0;0;0;0;0;0;0;40;92;0
35;MACHOTKA;Karel;OSTRAVA;39;0;0;0;0;0;0;9;0;0;0;0;0;0;30;39;92;0
36;ZAVØEL;Ladislav;SK VALAŠSKÉHO KRÁLOVSTVÍ;37;21;0;0;0;0;16;0;0;0;0;0;0;0;0;37;92;0
37;HOMOLA;Libor;KCK ZLÍN;34;0;0;34;0;0;0;0;0;0;0;0;0;0;0;34;92;0
38;OCÁSEK;Zbynìk ml.;GOOFY TEAM;34;0;0;0;0;0;34;0;0;0;0;0;0;0;0;34;92;0
39;MYŠKA;David;;34;0;0;0;0;0;0;0;0;0;0;0;0;0;34;34;92;0
40;RYŠKA;Vít;SK VALAŠSKÉHO KRÁLOVSTVÍ;33;0;0;0;0;0;0;0;0;33;0;0;0;0;0;33;92;0
41;FILGAS;Jan;SACHASPORT;31,5;0;0;0;0;0;0;0;31,5;0;0;0;0;0;0;31,5;92;0
42;VYBOCH;Ivoš;GOOFY TEAM;31;0;0;0;0;0;31;0;0;0;0;0;0;0;0;31;92;0
43;MLYNÁØ;Zdenìk;MAX CURSOR;31;0;0;0;0;0;0;31;0;0;0;0;0;0;0;31;92;0
44;KOÈVARA;Jiøí;SOK RÝMAØOV;30;0;0;0;0;0;19;11;0;0;0;0;0;0;0;30;92;0
45;HEKELE;Emil;RADIO HANÁ;30;0;0;0;0;0;0;30;0;0;0;0;0;0;0;30;92;0
46;BONK;Radek;GOOFY TEAM;29;0;0;0;0;0;29;0;0;0;0;0;0;0;0;29;92;0
47;KUKLA;Pavel;VIGVAM BIKE;29;0;0;0;0;0;0;0;29;0;0;0;0;0;0;29;92;0
48;SUCHARDA;Pavel;SKC BRNO;28;0;0;0;0;0;0;28;0;0;0;0;0;0;0;28;92;0
49;MERUNA;Josef;SKI VELO OLOMOUC;28;0;0;0;0;0;0;0;0;28;0;0;0;0;0;28;92;0
50;SVOBODA;Martin;;27;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;92;0
51;JANDA;Martin;KRS BAJADERA TKKF;26;0;0;26;0;0;0;0;0;0;0;0;0;0;0;26;92;0
52;KUCZERA;Wojciech;AGK RYBNIK;26;0;0;0;0;0;18;8;0;0;0;0;0;0;0;26;92;0
53;STANÌK;Pavel;GOOFY TEAM;25;0;0;0;0;0;25;0;0;0;0;0;0;0;0;25;92;0
54;CHUDÌJ;Marek;ASPV VÁPENÁ;25;0;0;0;0;0;0;25;0;0;0;0;0;0;0;25;92;0
55;TREML;Václav;;25;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;92;0
56;KNÁPEK;Martin;VYSOT SPORT KUNÍN;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;24;92;0
