41.;WROBEL;Marcin;SIKORSKI  BIKEBOARD TEAM;78;0;0;0;0;0;13;0;32;0;0;0;0;0;0;0;0;33;78;122;0
42.;Z¡RUBA;Pavel;H¡JOV;74;0;0;0;0;0;0;0;0;0;14;0;0;9;15;10;26;0;74;122;0
43.;STAN»ÕK;Martin;CK  FRENäT¡T  p. R.  1;68,2;31,9;0;36,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68,2;122;1
44.;PLEV¡K  ;Ivo;MAX CURSOR;64;0;33;0;31;0;DNF;0;0;0;0;0;0;0;0;0;0;0;64;122;0
45.;KOPÿIVA;Ji¯Ì;MAX CURSOR;64;0;0;0;22;0;24;18;0;0;0;0;0;0;0;0;0;0;64;122;0
46.;PIETA;Pavel;PERITUS  POLSKA;64;0;0;0;18;0;19;27;0;0;0;0;0;0;0;0;0;0;64;122;0
47.;KAäTOVSK›;Tom·ö;NOVATOP - LAPIERR;61;0;0;0;0;27;0;20;0;0;0;0;0;0;0;14;0;0;61;122;0
48.;BENEä;Ji¯Ì;DEVOSS;58;0;26;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;58;122;0
49.;äTAINER;Pavel;SK VALAäSK…HO KR¡LOVSTVÕ;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;24;56;122;0
50.;ONDRAäÕK;Richard;SK  MAXIBIKE  ORLOV¡;53;26;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;27;0;53;122;0
51.;MACHALA;Jan;TJ  PÕSE»N¡;50;0;0;0;29;0;0;21;0;0;0;0;0;0;0;0;0;0;50;122;0
52.;STRZEDULA;Lukacz;SOKPOL  DOBRAWA;48;0;27;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;48;122;0
53.;LACINA;Jaroslav;ACK STAR¡ VES n.O.  ;46;0;0;0;0;0;0;17;0;29;0;0;0;0;0;0;0;0;46;122;0
54.;TOMAN;Ji¯Ì;FORMAN  CYCLING  TEAM;43;0;18;0;0;0;DNF;0;0;25;0;0;0;0;0;0;0;0;43;122;0
55.;KLÕMA;Ji¯Ì;AD  CYKLO  BRODEK;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;122;0
56.;MAGNUSEK;Jakub;S + H  SUPERIOR  MTR;38;0;38;0;0;0;0;0;0;0;0;0;0;DQ;0;0;0;0;38;122;0
57.;LAS¡K;MatÏj;VH  TEAM;38;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;38;122;0
58.;KNEBEL;Radim;SK VALAäSK…HO KR¡LOVSTVÕ;38;0;0;0;0;0;0;0;25;0;0;0;0;0;13;0;0;0;38;122;0
59.;HAMAN;Martin;SUPERIOR RIDERS;34;0;0;0;0;0;0;0;0;0;0;0;0;DNF;34;0;0;0;34;122;0
60.;DUéÕK;Josef;SDH  STONAVA;33;33;DNF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;122;0
61.;äEV»ÕK;Martin;KCK  ZLÕN;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;33;122;0
62.;DVORSK›;David;MAPEI  KA“KOVSK›;33;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;33;122;0
63.;FRANER;Jakub;BIKE  SPORT  SERVIS  OPAVA;32;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;32;122;0
64.;VL»EK;Miroslav;;31;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;31;122;0
65.;FRANER;Juraj;SUNDANCE  TJ  OPAVA;30;0;0;0;30;0;0;DNF;0;0;0;0;0;0;0;0;0;0;30;122;0
66.;KONE»N›;Frantiöek;BIKE  SPORT;30;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;30;122;0
67.;DROZDZ;Tomasz;POLSKO;30;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;30;122;0
68.;SATKE;Tom·ö;GHOST  MOJE  KOLO;30;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;30;122;0
69.;WALOSCHEK;V·clav;;29;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;29;122;0
70.;éA»OK;Martin;TJ ROéNOV P.R.;29;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;29;122;0
71.;MIGDOL;Kamil;PSZCZYNA;29;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;29;122;0
72.;PUKOVEC;Tom·ö;INSPORT  LINE;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;122;0
73.;CHMELÕ»EK;Jakub;SMART TEAM;27;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;27;122;0
74.;MYN¡ÿ;Ond¯ej;NOVATOP - LAPIERR;26;0;0;0;0;26;DNF;0;0;0;0;0;0;0;0;0;0;0;26;122;0
75.;FIGURA;Michal;FORMAN  CYCLING  TEAM;26;0;19;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;26;122;0
76.;KOä¡K;Luk·ö;RACING OLEäN¡,  F-M  ;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;122;0
77.;MALOäÕK;Jan;CK  ORLÕK  ORLOV¡  1;24,8;0;DNF;0;0;0;0;4,4;0;0;0;0;0;20,4;0;0;0;0;24,8;122;1
78.;FILIP;Daniel;CK FRENäT¡T P.R. 2;24,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,2;0;24,2;122;1
79.;KOä¡K;Jan;RACING OLEäN¡,  F-M  ;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;122;0
80.;PLEVA;Ivo;MAX CURSOR;24;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;24;122;0
81.;K¡BRT;Mirolav;CYKLO KA“KOVSK›;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;23;122;0
82.;PETHS;MatÏj;PEAR IZUMI;22;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;22;122;0
83.;KYSEL;Ond¯ej;MAPE  OLOMOUC;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;122;0
84.;TOMEK;Josef;TJ KOLÕK BOHUMÕN  ;20;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;20;122;0
85.;»ERNOCK›;Tom·ö;CYKLO  TEAM  LIPNÕK;20;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;20;122;0
86.;PRZELIORZ;Pavel;AGK  RYBNIK;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;20;122;0
87.;KOBLIHA;Ond¯ej;»ESK¡ SPOÿITELNA;19;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;19;122;0
88.;MARKO;Athanasi;CYKLO KA“KOVSK›;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;18;122;0
89.;BOLEK;Viktor;SUPERIOR;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;122;0
90.;MAZUREK;Patryk;KATOWICE;17;0;DNF;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;17;122;0
91.;WIEDERMAN;David;SILITY MUNI»OV;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;17;122;0
92.;BANACH;Pavwl;GLIWICE;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;16;122;0
93.;DRIENOVSK›;ZbynÏk;ÿEPIäTÃ;16;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;16;122;0
94.;CHMEL;Michal;ÿLP;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;16;122;0
95.;PARMA;Kryötof;AZS KUL LUBLIN;15;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;15;122;0
96.;WYKRET;VÌtÏzslav;TJ  Té  TÿINEC;14,3;0;0;0;0;0;0;0;0;0;14,3;0;0;0;0;0;0;0;14,3;122;1
97.;GÿEäEK;ZbynÏk;SPARTAK  ROHOV;14;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;14;122;0
98.;SPURN›;Ji¯Ì;BIKE  TEAM  KOLA  KA“KOVSK›;13;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;13;122;0
99.;PAWEL;Michal;AGK  RYBNIK;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;122;0
100.;MRUZEK;Michal;BIKE  SPORT  SERVIS  OPAVA;11;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;11;122;0
101.;HYNEK;Jan;CYKLO KA“KOVSK›;10;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;10;122;0
102.;GRAMMER;Miroslav;GALAXY  TEAM  HRANICE;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;122;0
103.;SZYMON;Banacit;GMG  GLIWICE;8;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;8;122;0
104.;HELCEL;Martin;MH BIKE KLUB HAVÕÿOV O.S.;6,6;0;0;0;0;0;0;6,6;0;0;0;0;0;0;0;0;0;0;6,6;122;1
105.;NOV¡K;Vlastimil;;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;122;0
106.;PAVELEK;Josef;;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;122;0
107.;FILGAS;Ond¯ej;OSTRAVA;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;122;0
108.;MAGERA;Josef;KOLOSPORT-BC.CZ;0;DNF;DNF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0
109.;UBLANSK›;Adam;CK  ORLÕK  ORLOV¡  1;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0
110.;PAWEL;Pieta;PERITUS;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0
111.;MICHNA;Kryötof;CYKLO  KLUB;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0
112.;SVOBODA;Milan;SCOTT CYCLING TEAM KOLÕN;0;0;DNF;0;0;0;0;0;0;0;0;0;0;DNF;0;0;0;0;0;122;0
113.;HLAVSA;Radek;SKM  ZLAT…  HORY;0;0;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0
114.;KACHLÕÿ;Marcel;BASSO  TEAM;0;0;0;0;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;122;0
115.;FIALA;Jan;BASSO  TEAM;0;0;0;0;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;122;0
116.;PROUZA;Martin;TRIATLON  KLUB  OSTRAVA;0;0;0;0;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;122;0
117.;BODY;Marcel;SK  MADT- SPORT  KLAPKA;0;0;0;0;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;122;0
118.;PALIDER;Jan;TRIATLON  KLUB  OSTRAVA;0;0;0;0;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;122;0
119.;SEDL¡ÿ;Jakub;NOVATOP - LAPIERRE;0;0;0;0;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;122;0
120.;SIVEK;Jan;DOBROSLAVICE;0;0;0;0;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;122;0
121.;KAJTOVI»;Tom·ö;NOVATOP - LAPIERRE;0;0;0;0;0;0;DNF;0;0;0;0;0;0;0;0;0;0;0;0;122;0
122.;DUCH¡“;Stanislav;SILN› T›M UNI»OV;0;0;0;0;0;0;0;0;0;0;0;0;0;DNF;0;0;0;0;0;122;0
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;Kategorie B;;;;;;;;»asovka;;;;;;;;;;;;;;;
;;;;;Sta¯ÌË;Tour de;Mlyn.;O cenu;VelkÈ;Velk·;Tour de;Tour de;Memor.;Cena;5 hod;Stonav.;VC;Paskov.;MokrÈ ;Petrov.;»asovka;;;
po¯adÌ;p¯ÌjmenÌ;jmÈno;klub;11 nej;Ëas.;»upek;Ëas.;Krnova;Heral.;Polom;S·dek;Javor.;A.Dohn.;Continen;BohumÌn;Ëas.;Laöska;kriù·k;Lazce;Ëas.;Kr·sn·;celkem;;
1.;BLAHUT;Radek;CK  MY»KA;475,3;0;DNF;39,6;44;44,6;39,6;44;39,6;44;39,6;44;39,6;41,3;44;44;44;41,8;633,7;96;1
2.;GALATÕK;Roman;CK FRENäT¡T P.R. 1;464,8;0;44;41,8;0;27;41,8;37,4;44;41,8;41,8;41,8;41,8;46,8;0;39,6;39,6;39,6;568,8;96;1
3.;MOSIOL;Norbert;SK  äAFRATA  BOHUMÕN;412,6;0;33;0;31,9;40,2;29,7;35,2;35,2;39,6;31,9;39,6;36,3;42,4;37,4;36,3;36,3;34,1;539,1;96;1
4.;STANÃK;Pavel;CYKLOSPORT PÿIKRYL,STAR¡ VES n.O.;364,7;29,7;34,1;0;0;0;23,1;30,8;30,8;37,4;27,5;37,4;33;36,9;33;33;30,8;27,5;445;96;1
5.;ONDÿEJKA;Miroslav;CK FRENäT¡T P.R. 1;356,5;34,1;35,2;37,4;34,1;41,3;34,1;34,1;33;0;33;0;0;40,2;0;0;0;0;356,5;96;1
6.;BUCHAL;Ivo;RACING OLEäN¡,  F-M  1;347,1;35,2;27,5;35,2;0;0;30,8;0;28,6;0;22;0;35,2;32,5;34,1;20,9;35,2;30,8;368;96;1
7.;NOVOTN›;Ji¯Ì;GALAXY  TEAM  HRANICE;337,8;31,9;26,4;33;0;36,9;12,1;18,7;26,4;35,2;15,4;35,2;0;30,3;31,9;19,8;28,6;22;403,8;96;1
8.;PODHORN›;Jarmil;YOGI  RACING  OSTRAVA  1;332,8;27,5;DNF;0;20,9;38;0;23,1;29,7;36,3;0;36,3;34,1;DNF;0;23,1;34,1;29,7;332,8;96;1
9.;CELTA;Tom·ö;DIDI  S  FRIENDS  CLUB;327,3;44;0;44;0;49;0;41,8;0;0;37,4;0;DNF;0;0;37,4;37,4;36,3;327,3;96;1
10.;MINDEK;Tom·ö;Pÿ¡TEL…  ZELEN…HO  ⁄DOLÕ;319;0;37,4;0;0;0;36,3;36,3;41,8;0;44;0;37,4;0;0;41,8;0;44;319;96;1
11.;MARTIN¡K;Tom·ö;SK VALAäSK…HO KR¡LOVSTVÕ;254,7;33;31,9;36,3;DNF;0;27,5;DNF;0;0;25,3;0;0;35,8;0;0;33;31,9;254,7;96;1
12.;BABAN;Marcel;SDH  STONAVA;245,3;41,8;DNF;0;0;0;31,9;28,6;0;0;34,1;0;0;0;0;29,7;41,8;37,4;245,3;96;1
13.;BENÕ»EK;Tom·ö;CK FRENäT¡T P.R. 2;240,4;0;0;0;0;0;0;0;0;33;8,8;34,1;30,8;31,4;30,8;18,7;29,7;23,1;240,4;96;1
14.;KOKEä;Pavel;RACING OLEäN¡,  F-M  1;235,6;39,6;41,8;0;0;0;37;0;37,4;0;0;0;0;49;0;30,8;0;0;235,6;96;1
15.;KOL¡»EK;Petr;CK  FESO  PETÿVALD;210,9;0;0;0;0;0;0;29,7;34,1;0;36,3;0;0;44,6;0;31;0;35,2;210,9;96;1
16.;HARABIä;Radim;SK VALAäSK…HO KR¡LOVSTVÕ;184,9;0;0;0;DNF;28,1;17,6;20,9;0;0;11;0;0;33,6;0;22;27,5;24,2;184,9;96;1
17.;MACHOTKA;Karel;YOGI  RACING  OSTRAVA  2;138,1;0;0;0;30,8;42,4;0;0;0;0;0;0;0;0;0;31,9;0;33;138,1;96;1
18.;VOREL;Tom·ö;TRIATLON  KLUB  OSTRAVA;136,4;0;24,2;31,9;17,6;0;19,8;14,3;0;0;13,2;0;0;0;0;15,4;0;0;136,4;96;1
19.;KRHUT;Martin;BAGBIKE;135,3;28,6;28,6;0;28,6;0;25,3;0;0;0;24,2;0;0;0;0;0;0;0;135,3;96;1
20.;VR¡BEL;David;SK VALAäSK…HO KR¡LOVSTVÕ;120,5;0;0;0;22;34,7;DNF;DNF;0;0;0;0;31,9;0;0;0;31,9;0;120,5;96;1
21.;HEJNEä;Leopold;BAGBIKE;103,4;26,4;DNF;0;26,4;0;22;0;0;0;28,6;0;0;0;0;0;0;0;103,4;96;1
22.;KRPEC;Luk·ö;ROCKTECHNIK  TRIATLON;98;34;33;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;98;96;0
23.;KR¡L;Martin;YOGI  RACING  OSTRAVA  1;90,2;0;DNF;34,1;0;0;26,4;0;0;0;29,7;0;0;0;0;0;0;0;90,2;96;1
24.;KU»ERA;Marek;BAGBIKE;88;24,2;0;0;0;0;28,6;0;0;0;35,2;0;0;0;0;0;0;0;88;96;1
25.;CH›LEK;Patrik;CK FRENäT¡T P.R. ;82;0;28;0;0;0;0;0;0;0;24;0;0;30;0;0;0;0;82;96;0
26.;SAS;David;»KD  OPAVA;82;0;0;0;0;26;10;24;0;0;0;0;0;0;0;22;0;0;82;96;0
27.;KARMELITA;Tom·ö;HaF OPAVA;79;0;0;0;27;0;0;0;0;0;0;0;0;27;0;25;0;0;79;96;0
28.;PLUCNAR;Pavel;TJ  Té  TÿINEC;76,5;0;0;0;0;29,2;0;0;27,5;0;19,8;0;0;0;0;0;0;0;76,5;96;1
29.;PRAé¡K;Kamil;DEVOSS;72;0;36;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;72;96;0
30.;POVALA;Roman;ROéNOV;65;0;0;0;17;0;0;0;0;31;17;0;0;0;0;0;0;0;65;96;0
31.;OR¡LEK;Duöan;PINARELLO  SPORTFULL  TEAM;64;0;0;0;0;0;32;0;0;0;0;0;0;0;0;32;0;0;64;96;0
32.;RAäKA;ZbynÏk;CK FRENäT¡T P.R. 2;62,2;20,9;0;0;0;31,4;0;0;0;0;9,9;0;0;0;0;0;0;0;62,2;96;1
33.;éEBR¡K;Radim;TJ KOLÕK BOHUMÕN  1;60,5;19,8;0;0;0;0;0;0;0;0;14,3;0;0;0;0;0;0;26,4;60,5;96;1
34.;GIERC;David;OSTRAVA;60;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;24;29;60;96;0
35.;BACHMAN;Milan;AIROO.CZFRM;59;0;0;0;0;0;30;29;0;0;0;0;0;0;0;0;0;0;59;96;0
36.;REK;Filip;SK VALAäSK…HO KR¡LOVSTVÕ;57,8;0;0;0;0;32,5;0;25,3;0;0;0;0;0;0;0;0;0;0;57,8;96;1
37.;MLODYNIA;Lukas;BRZEG;56;0;0;0;0;0;0;0;0;0;0;0;0;0;33;23;0;0;56;96;0
38.;PASE»N›;David;SK VALAäSK…HO KR¡LOVSTVÕ;55,6;0;0;0;19,8;35,8;0;0;0;0;0;0;0;0;0;0;0;0;55,6;96;1
39.;KALABIS;Ji¯Ì;TJ  PÕSE»N¡;52;0;0;0;22;0;0;30;0;0;0;0;0;0;0;0;0;0;52;96;0
40.;GUZIUR;Dalibor;RACING OLEäN¡,  F-M  ;42;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;26;42;96;0
41.;KAPLON;Julian;GLIWICE;41;0;0;0;21;0;0;20;0;0;0;0;0;0;0;0;0;0;41;96;0
42.;HOMOLA;Libor;KCK  CYKLOTEAM  ZLÕN;40;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;40;96;0
43.;BLINKA;LudÏk;CYKLO MXM HULÕN;40;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;40;96;0
44.;SCHNERCH;Martin;CYKLO  STAR  CEMO  MOKR¡;39,6;0;0;0;0;0;15,4;24,2;0;0;0;0;0;0;0;0;0;0;39,6;96;1
45.;MLYN¡ÿ;Vlastimil;ACS  DRAK  VRBNO P. PRADÃDEM;38;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;38;96;0
46.;KÿIéAN;Pavol;;38;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;38;96;0
47.;KL¡äTERKA;Tom·ö;ACK STAR¡ VES n.O. ;38;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;38;96;0
